Buy/Sell,Trade Number,Price,Type,Base amount,Quote amount,Trading Fee,Date,Balance,Base Amount,Quote Amount
Buy,1,25653.77,Long,0.3894,9990.0,10.0,2023-08-17 17:00:00,9990.0,,
Sell,1,24954.76,Long,,,9.99,2023-09-21 23:00:00,9980.01,0.3999,9980.01
