action,trade_number,price,type,base_amount,quote_amount,quantity,trading_fee,date,quote_balance,base_balance,base_debt
sell,60,43433.61,long,0.19372087039334632,8359.996044181009,100,8.414059156633648,2022-01-15 16:00:00,8405.645097477014,0.0,0.0
sell,61,43433.61,short,0.1935285852932099,8405.645097477014,100,0.00019352858529320992,2022-01-15 16:00:00,8405.645097477014,0.0,0.1935285852932099
buy,61,42951.94,short,0.1935285852932099,8405.645097477014,100,8.498862011155193,2022-01-16 03:00:00,8490.36314914404,0.0,0.0
buy,62,42951.94,long,0.1974735666420398,8490.36314914404,100,8.49036314914404,2022-01-16 03:00:00,8481.872785994896,0.1974735666420398,0.0
sell,62,43268.03,long,0.1974735666420398,8490.36314914404,100,8.544354687576359,2022-01-16 16:00:00,8535.810332888783,0.0,0.0
sell,63,43268.03,short,0.19727753569757586,8535.810332888783,100,0.00019727753569757586,2022-01-16 16:00:00,8535.810332888783,0.0,0.19727753569757586
buy,63,42982.84,short,0.19727753569757586,8535.810332888783,100,8.592071913294374,2022-01-16 22:00:00,8583.47984138108,0.0,0.0
buy,64,42982.84,long,0.19949580719979645,8583.47984138108,100,8.58347984138108,2022-01-16 22:00:00,8574.896361539699,0.19949580719979645,0.0
sell,64,42400.12,long,0.19949580719979645,8583.47984138108,100,8.4585297982049,2022-01-18 22:00:00,8450.071268406695,0.0,0.0
sell,65,42400.12,short,0.19929356965043246,8450.071268406695,100,0.00019929356965043247,2022-01-18 22:00:00,8450.071268406695,0.0,0.19929356965043246
buy,65,41740.19,short,0.19929356965043246,8450.071268406695,100,8.581591073826104,2022-01-19 07:00:00,8573.009482752279,0.0,0.0
buy,66,41740.19,long,0.20518441514687705,8573.009482752279,100,8.57300948275228,2022-01-19 07:00:00,8564.436473269527,0.20518441514687705,0.0
sell,66,42506.33,long,0.20518441514687705,8573.009482752279,100,8.721793818435321,2022-01-19 15:00:00,8713.072024616886,0.0,0.0
sell,67,42506.33,short,0.20498292900414797,8713.072024616886,100,0.00020498292900414798,2022-01-19 15:00:00,8713.072024616886,0.0,0.20498292900414797
buy,67,41675.48,short,0.20498292900414797,8713.072024616886,100,8.883382091179984,2022-01-20 00:00:00,8874.498709088803,0.0,0.0
buy,68,41675.48,long,0.21272998440281224,8874.498709088803,100,8.874498709088803,2022-01-20 00:00:00,8865.624210379714,0.21272998440281224,0.0
sell,68,42070.51,long,0.21272998440281224,8874.498709088803,100,8.949743054962939,2022-01-20 08:00:00,8940.793311907975,0.0,0.0
sell,69,42070.51,short,0.21251925189183526,8940.793311907975,100,0.00021251925189183526,2022-01-20 08:00:00,8940.793311907975,0.0,0.21251925189183526
buy,69,41182.43,short,0.21251925189183526,8940.793311907975,100,9.129527409128077,2022-01-20 23:00:00,9120.397881718949,0.0,0.0
buy,70,41182.43,long,0.2212418617317441,9120.397881718949,100,9.120397881718949,2022-01-20 23:00:00,9111.27748383723,0.2212418617317441,0.0
sell,70,35328.05,long,0.2212418617317441,9120.397881718949,100,7.814747022891196,2022-01-23 02:00:00,7806.932275868305,0.0,0.0
sell,71,35328.05,short,0.22098395682377894,7806.932275868305,100,0.00022098395682377894,2022-01-23 02:00:00,7806.932275868305,0.0,0.22098395682377894
buy,71,35355.0,short,0.22098395682377894,7806.932275868305,100,7.800976758231905,2022-01-23 18:00:00,7793.175781473673,0.0,0.0
buy,72,35355.0,long,0.2202059851701937,7793.175781473673,100,7.793175781473673,2022-01-23 18:00:00,7785.382605692199,0.2202059851701937,0.0
sell,72,35683.52,long,0.2202059851701937,7793.175781473673,100,7.857797090425043,2022-01-24 02:00:00,7849.939293334618,0.0,0.0
sell,73,35683.52,short,0.2199878065094088,7849.939293334618,100,0.0002199878065094088,2022-01-24 02:00:00,7849.939293334618,0.0,0.2199878065094088
buy,73,35212.83,short,0.2199878065094088,7849.939293334618,100,7.95348535398053,2022-01-24 06:00:00,7945.531868626549,0.0,0.0
buy,74,35212.83,long,0.22541744974084507,7945.531868626549,100,7.945531868626549,2022-01-24 06:00:00,7937.586336757922,0.22541744974084507,0.0
sell,74,36115.59,long,0.22541744974084507,7945.531868626549,100,8.141287895244453,2022-01-24 20:00:00,8133.146607349208,0.0,0.0
sell,75,36115.59,short,0.22519766691750595,8133.146607349208,100,0.00022519766691750595,2022-01-24 20:00:00,8133.146607349208,0.0,0.22519766691750595
buy,75,36449.76,short,0.22519766691750595,8133.146607349208,100,8.057892302995384,2022-01-25 12:00:00,8049.834410692389,0.0,0.0
buy,76,36449.76,long,0.22062654394107659,8049.834410692389,100,8.04983441069239,2022-01-25 12:00:00,8041.784576281696,0.22062654394107659,0.0
sell,76,36539.01,long,0.22062654394107659,8049.834410692389,100,8.061495205958114,2022-01-25 13:00:00,8053.433710752156,0.0,0.0
