action,trade_number,price,type,base_amount,quote_amount,trading_fee,date,quote_balance,base_balance,base_debt,quote_debt
buy,1,13752.26,long,0.7264,-89910.0,99900.0,2020-10-31 09:00:00,-89910.0,0.7264,0.7264,-89910.0
sell,1,37319.43,long,0.7244,73288.35,73.36,2023-11-23 22:00:00,73288.35,0.7244,0.7244,73288.35
