Buy/Sell,Trade Number,Price,Type,Base amount,Quote amount,Trading Fee,Date,Balance,Base Amount,Quote Amount
Buy,1,45319.41,Long,0.2204,9990.0,10.0,2021-12-07 20:00:00,9990.0,,
Sell,1,18208.06,Long,,,9.99,2022-06-19 09:00:00,9980.01,0.5481,9980.01
