unix,date,symbol,open,high,low,close,Volume BTC,Volume EUR
1.67478E+12,27/01/2023 00:00,BTC/EUR,21165.62,21657.72,20754.19,21257.4,1.90525376,40500.74128
1.67469E+12,26/01/2023 00:00,BTC/EUR,21210.4,21369.36,21045.26,21165.62,2.7650224,58523.41341
1.6746E+12,25/01/2023 00:00,BTC/EUR,20794.26,21799.5,20580,21210.4,13.52815963,286937.677
1.67452E+12,24/01/2023 00:00,BTC/EUR,21146.33,21306.2,20754.19,20794.26,2.12335864,44153.67163
1.67443E+12,23/01/2023 00:00,BTC/EUR,20962.64,21423.16,20851.22,21146.33,3.45998407,73165.96494
1.67435E+12,22/01/2023 00:00,BTC/EUR,21064.71,21273.98,20601.45,20962.64,1.03621538,21721.80997
1.67426E+12,21/01/2023 00:00,BTC/EUR,20926.85,21587.11,20799.4,21064.71,2.18584665,46044.22579
1.67417E+12,20/01/2023 00:00,BTC/EUR,19530.03,21006.66,19333,20926.85,4.9758817,104129.53
1.67409E+12,19/01/2023 00:00,BTC/EUR,19194.44,19602.27,19178.05,19530.03,0.81369235,15891.43601
1.674E+12,18/01/2023 00:00,BTC/EUR,19635.7,19945.49,18923.73,19194.44,4.76762492,91511.89047
1.67391E+12,17/01/2023 00:00,BTC/EUR,19582.36,19891.3,19347.75,19635.7,6.24077084,122541.904
1.67383E+12,16/01/2023 00:00,BTC/EUR,19301.68,19854.44,19134.57,19582.36,6.60347905,129311.704
1.67374E+12,15/01/2023 00:00,BTC/EUR,19420.28,19458.03,19023.55,19301.68,0.81672912,15764.24412
1.67365E+12,14/01/2023 00:00,BTC/EUR,18426.4,19919.63,18426.4,19420.28,5.10665784,99172.72512
1.67357E+12,13/01/2023 00:00,BTC/EUR,17415.97,19070,17345.12,18426.4,6.37900456,117542.0896
1.67348E+12,12/01/2023 00:00,BTC/EUR,16657.14,17611.36,16652.83,17415.97,14.52850179,253027.9513
1.6734E+12,11/01/2023 00:00,BTC/EUR,16251.05,16671.98,16106.54,16657.14,8.44994072,140751.8456
1.67331E+12,10/01/2023 00:00,BTC/EUR,16036.76,16297.16,16021.12,16251.05,2.08087814,33816.4547
1.67322E+12,09/01/2023 00:00,BTC/EUR,16111.39,16230.56,16013.61,16036.76,3.13475829,50271.36635
1.67314E+12,08/01/2023 00:00,BTC/EUR,15929.02,16111.39,15903.98,16111.39,0.84952179,13686.97687
1.67305E+12,07/01/2023 00:00,BTC/EUR,15942.78,16010.77,15898.61,15929.02,0.39740112,6330.210389
1.67296E+12,06/01/2023 00:00,BTC/EUR,16006.55,16100,15544.2,15942.78,11.66838625,186026.5149
1.67288E+12,05/01/2023 00:00,BTC/EUR,15898.38,16058.17,15820,16006.55,3.108135,49750.51828
1.6728E+12,04/01/2023 04:00,BTC/EUR,15940.03,16058.19,15820,15898.56,8.45105011,134359.5272
1.67279E+12,04/01/2023 00:00,BTC/EUR,15821.07,16058.19,15791.27,15898.38,8.49835321,135110.0487
1.67272E+12,03/01/2023 04:00,BTC/EUR,15649.87,16000,15640.42,15940.03,13.41100974,213771.8976
1.6727E+12,03/01/2023 00:00,BTC/EUR,15646.79,16000,15617.28,15821.07,13.37880498,211667.0101
1.67263E+12,02/01/2023 04:00,BTC/EUR,15604.52,15743.96,15555.83,15649.87,0.21308403,3334.737369
1.67262E+12,02/01/2023 00:00,BTC/EUR,15532.11,15743.96,15475.37,15646.79,0.2021485,3162.975128
1.67255E+12,01/01/2023 04:00,BTC/EUR,15571.82,15604.52,15453.33,15604.52,0.29724559,4638.374754
1.67253E+12,01/01/2023 00:00,BTC/EUR,15590.7,15590.71,15453.33,15532.11,0.29918402,4646.959109
1.67246E+12,31/12/2022 04:00,BTC/EUR,15480.86,15590.71,15462.2,15571.82,0.68706375,10698.83304
1.67244E+12,31/12/2022 00:00,BTC/EUR,15590.7,15590.71,15462.2,15590.7,0.68381895,10661.2161
1.67237E+12,30/12/2022 04:00,BTC/EUR,15590.75,15601.82,15373.27,15480.86,2.24756574,34794.25056
1.67236E+12,30/12/2022 00:00,BTC/EUR,15633.3,15633.3,15373.27,15590.7,2.30915137,36001.28626
1.67229E+12,29/12/2022 04:00,BTC/EUR,15600.79,15676,15549.74,15590.75,6.69384331,104362.0376
1.67227E+12,29/12/2022 00:00,BTC/EUR,15587.75,15676,15549.74,15633.3,6.62953124,103641.4507
1.6722E+12,28/12/2022 04:00,BTC/EUR,15670.75,15751.35,15555.25,15600.79,1.57804791,24618.79405
1.67219E+12,28/12/2022 00:00,BTC/EUR,15726.23,15751.35,15559.71,15587.75,1.5816625,24654.55963
1.67211E+12,27/12/2022 04:00,BTC/EUR,15879.62,15940.03,15617.28,15670.75,0.22829289,3577.520806
1.6721E+12,27/12/2022 00:00,BTC/EUR,15925.1,15949.12,15617.28,15726.23,0.22829527,3590.223924
1.67203E+12,26/12/2022 04:00,BTC/EUR,15940.03,16297.16,15837.52,15879.62,0.79093259,12559.70897
1.67201E+12,26/12/2022 00:00,BTC/EUR,15940.03,16297.16,15837.52,15925.1,0.78731562,12538.07998
1.67194E+12,25/12/2022 04:00,BTC/EUR,16039.8,16117.6,15791.27,15940.03,0.552433,8805.798593
1.67193E+12,25/12/2022 00:00,BTC/EUR,15940.03,16117.6,15791.27,15940.03,0.55833044,8899.803964
1.67185E+12,24/12/2022 04:00,BTC/EUR,15895.6,16039.8,15867.28,16039.8,0.03585788,575.1532236
1.67184E+12,24/12/2022 00:00,BTC/EUR,15837.22,15940.03,15837.22,15940.03,0.03285841,523.7640412
1.67177E+12,23/12/2022 04:00,BTC/EUR,15896.82,16177.24,15837.22,15895.6,1.34295267,21347.03846
1.67175E+12,23/12/2022 00:00,BTC/EUR,15895.78,16177.24,15837.22,15837.22,1.40170474,22199.10634
1.67168E+12,22/12/2022 04:00,BTC/EUR,15863.16,15940.03,15700,15896.82,0.41688128,6627.08667
1.67167E+12,22/12/2022 00:00,BTC/EUR,15891.02,16499,15700,15895.78,4.17903071,66428.95278
1.6716E+12,21/12/2022 04:00,BTC/EUR,15895.1,16200,15840.14,15863.16,3.75529426,59570.83369
1.67158E+12,21/12/2022 00:00,BTC/EUR,15927.94,16200,15840.14,15891.02,3.74202376,59464.57441
1.67151E+12,20/12/2022 04:00,BTC/EUR,15743.78,16058.2,15743.78,15895.1,0.41624639,6616.277994
1.67149E+12,20/12/2022 00:00,BTC/EUR,15521.7,16058.2,15508.58,15927.94,4.89998865,78046.72522
1.67142E+12,19/12/2022 04:00,BTC/EUR,15748.44,15918.44,15001,15743.78,10.2460804,161312.0357
1.67141E+12,19/12/2022 00:00,BTC/EUR,15940.03,15940.03,15001,15521.7,5.76480688,89479.60295
1.67134E+12,18/12/2022 04:00,BTC/EUR,15825.61,16244.2,15733.05,15748.44,0.42933061,6761.287352
1.67132E+12,18/12/2022 00:00,BTC/EUR,15940.03,16244.2,15733.06,15940.03,0.42768012,6817.233943
1.67125E+12,17/12/2022 04:00,BTC/EUR,15779.81,17000,15675.07,15825.61,2.08946303,33067.02702
1.67124E+12,17/12/2022 00:00,BTC/EUR,15706.21,17000,15675.07,15940.03,2.72315793,43407.2191
1.67116E+12,16/12/2022 04:00,BTC/EUR,16365.16,17546.44,15658.65,15779.81,4.10212408,64730.73858
1.67115E+12,16/12/2022 00:00,BTC/EUR,16353.25,17546.44,15658.65,15706.21,3.4644409,54413.23631
1.67108E+12,15/12/2022 04:00,BTC/EUR,16672.95,16784.2,16300,16365.16,0.71882319,11763.65652
1.67106E+12,15/12/2022 00:00,BTC/EUR,16690.7,17164.62,16300,16353.25,2.70198689,44186.26711
1.67099E+12,14/12/2022 04:00,BTC/EUR,16759.98,17469.69,16570.49,16672.95,1.18733854,19796.43611
1.67098E+12,14/12/2022 00:00,BTC/EUR,16914.39,17469.69,16570.49,16690.7,1.18665444,19806.09326
1.6709E+12,13/12/2022 04:00,BTC/EUR,16308.88,17777,16237.52,16759.98,5.67713779,95148.71582
1.67089E+12,13/12/2022 00:00,BTC/EUR,16357.46,17777,16237.52,16914.39,5.71082532,96595.12668
1.67082E+12,12/12/2022 04:00,BTC/EUR,16093.98,16604.2,16045.78,16308.88,3.24563887,52932.73485
1.6708E+12,12/12/2022 00:00,BTC/EUR,16279.68,16604.2,16045.78,16357.46,3.3341268,54537.84577
1.67073E+12,11/12/2022 04:00,BTC/EUR,16297.27,16696.9,16079.62,16093.98,0.7232645,11640.2044
1.67072E+12,11/12/2022 00:00,BTC/EUR,16264.76,16696.9,16258.21,16279.68,0.60190084,9798.753067
1.67064E+12,10/12/2022 04:00,BTC/EUR,16417.99,16704.2,15600,16297.27,1.25319185,20423.60594
1.67063E+12,10/12/2022 00:00,BTC/EUR,16274.2,16704.2,15600,16264.76,1.26418385,20561.64692
1.67056E+12,09/12/2022 04:00,BTC/EUR,16272.08,17114.31,16085.56,16417.99,2.56927629,42182.35244
1.67054E+12,09/12/2022 00:00,BTC/EUR,16353.1,17114.31,16085.56,16274.2,2.55740249,41619.6796
1.67047E+12,08/12/2022 04:00,BTC/EUR,16039.51,17000,15908.34,16272.08,4.15133875,67550.91625
1.67046E+12,08/12/2022 00:00,BTC/EUR,16385.34,17000,15908.34,16353.1,4.19207971,68553.49871
1.67039E+12,07/12/2022 04:00,BTC/EUR,16280.68,17000,15908.34,16039.51,0.65011481,10427.523
1.67037E+12,07/12/2022 00:00,BTC/EUR,16332.27,17000,15908.34,16385.34,8.08956469,132550.2679
1.6703E+12,06/12/2022 04:00,BTC/EUR,16233.99,17000,15150,16280.68,16.98717611,276562.7784
1.67028E+12,06/12/2022 00:00,BTC/EUR,16180.19,17000,15150,16332.27,16.99298842,277534.075
1.67021E+12,05/12/2022 04:00,BTC/EUR,16283.72,17327.97,15388.27,16233.99,5.66353368,91941.74913
1.6702E+12,05/12/2022 00:00,BTC/EUR,16274.7,17327.97,15388.27,16180.19,5.70033337,92232.47699
1.67013E+12,04/12/2022 04:00,BTC/EUR,16107.69,17000,16107.69,16283.72,0.88420695,14398.1784
1.67011E+12,04/12/2022 00:00,BTC/EUR,16068.58,17000,16068.58,16274.7,0.88138304,14344.24456
1.67004E+12,03/12/2022 04:00,BTC/EUR,16150.6,17000,16024.01,16107.69,0.91562408,14748.58884
1.67003E+12,03/12/2022 00:00,BTC/EUR,16297.16,17000,16024.01,16068.58,0.87588181,14074.17693
1.66995E+12,02/12/2022 04:00,BTC/EUR,16117.06,17100,15500,16150.6,5.21485374,84223.01681
1.66994E+12,02/12/2022 00:00,BTC/EUR,16132.27,17100,15500,16297.16,5.21457916,84982.8309
1.66987E+12,01/12/2022 04:00,BTC/EUR,16457.61,16457.61,16053.24,16117.06,0.13028181,2099.759749
1.66985E+12,01/12/2022 00:00,BTC/EUR,16549.05,17420,16080,16132.27,2.78554411,44937.14968
1.66978E+12,30/11/2022 04:00,BTC/EUR,16243.38,17500,15150,16457.61,6.95814362,114514.414
1.66977E+12,30/11/2022 00:00,BTC/EUR,15908.33,17500,15150,16549.05,9.89617654,163772.3204
1.66969E+12,29/11/2022 04:00,BTC/EUR,16478.73,17571,15849.7,16243.38,5.82927359,94687.10605
1.66968E+12,29/11/2022 00:00,BTC/EUR,16401.83,17571,15868.87,15908.33,2.88386556,45877.485
1.66961E+12,28/11/2022 04:00,BTC/EUR,16634.08,18636.76,14700,16478.73,4.23851002,69845.26222
1.66959E+12,28/11/2022 00:00,BTC/EUR,16723.96,18636.76,14700,16401.83,4.24497144,69625.29991
1.66952E+12,27/11/2022 04:00,BTC/EUR,16111.97,17873.45,14750,16634.08,1.56255595,25991.68068
1.66951E+12,27/11/2022 00:00,BTC/EUR,16447.01,17873.45,14750,16723.96,1.59852158,26733.61096
1.66944E+12,26/11/2022 04:00,BTC/EUR,16444.15,17650,15800.01,16111.97,0.50514104,8138.817282
1.66942E+12,26/11/2022 00:00,BTC/EUR,16071.11,17650,15800.01,16447.01,0.46902062,7713.986827
1.66935E+12,25/11/2022 04:00,BTC/EUR,16419.55,17650,14750,16444.15,0.92255224,15170.58742
1.66933E+12,25/11/2022 00:00,BTC/EUR,16119.02,17650,14750,16071.11,0.93294822,14993.51347
1.66926E+12,24/11/2022 04:00,BTC/EUR,16410.02,17123,15500,16419.55,1.79837809,29528.55897
1.66925E+12,24/11/2022 00:00,BTC/EUR,16418.25,17123,15500,16119.02,1.78108181,28709.29332
1.66918E+12,23/11/2022 04:00,BTC/EUR,16074.5,17574.54,15100,16410.02,6.41712148,105305.0918
1.66916E+12,23/11/2022 00:00,BTC/EUR,15936.05,17574.54,15100,16418.25,6.49863388,106696.1957
1.66909E+12,22/11/2022 04:00,BTC/EUR,15732.08,16650.42,14800,16074.5,2.39966164,38573.36103
1.66908E+12,22/11/2022 00:00,BTC/EUR,15770,16650.42,14800,15936.05,2.61413941,41659.05634
1.669E+12,21/11/2022 04:00,BTC/EUR,16331.62,17271.72,15400.01,15732.08,4.94833304,77847.57125
1.66899E+12,21/11/2022 00:00,BTC/EUR,16402.65,17271.72,15500,15770,4.66123767,73507.71806
1.66892E+12,20/11/2022 04:00,BTC/EUR,16366.7,16799.99,15600,16331.62,0.25005869,4083.863503
1.6689E+12,20/11/2022 00:00,BTC/EUR,16410.93,16799.99,15600,16402.65,0.27866795,4570.89285
1.66883E+12,19/11/2022 04:00,BTC/EUR,16707.91,17233.79,15500,16366.7,1.04532423,17108.50808
1.66882E+12,19/11/2022 00:00,BTC/EUR,16054.92,17233.79,15500,16410.93,1.00960155,16568.50036
1.66874E+12,18/11/2022 04:00,BTC/EUR,16488.53,16834.53,16054.92,16707.91,1.57116382,26250.8637
1.66873E+12,18/11/2022 00:00,BTC/EUR,16543.92,17271,15530,16054.92,3.74242249,60084.29368
1.66866E+12,17/11/2022 04:00,BTC/EUR,16177.44,17271,14300.01,16488.53,6.08512731,100334.8042
1.66864E+12,17/11/2022 00:00,BTC/EUR,16255.86,17271,14300.01,16543.92,5.37831617,88978.43245
1.66857E+12,16/11/2022 04:00,BTC/EUR,16482.64,17579.31,15045,16177.44,1.64255503,26572.33544
1.66856E+12,16/11/2022 00:00,BTC/EUR,16414.31,18675,15045,16255.86,3.39141313,55130.33704
1.66848E+12,15/11/2022 04:00,BTC/EUR,16372.7,17176.21,15650,16482.64,2.89991945,47798.32832
1.66847E+12,15/11/2022 00:00,BTC/EUR,16181.1,17176.21,15650,16414.31,3.00011462,49244.81141
1.6684E+12,14/11/2022 04:00,BTC/EUR,15854.02,17440.75,15376.01,16372.7,2.22723366,36465.82855
1.66838E+12,14/11/2022 00:00,BTC/EUR,16254.15,17440.75,15200,16181.1,2.33473847,37778.63666
1.66831E+12,13/11/2022 04:00,BTC/EUR,16544.29,16733.25,15200,15854.02,1.4172146,22468.54861
1.6683E+12,13/11/2022 00:00,BTC/EUR,16464.88,16733.25,15500,16254.15,1.2095392,19660.03159
1.66823E+12,12/11/2022 04:00,BTC/EUR,17004.79,17300,15593.01,16544.29,2.97543767,49226.50369
1.66821E+12,12/11/2022 00:00,BTC/EUR,16524.17,17300,15593.01,16464.88,3.1174553,51328.52742
1.66814E+12,11/11/2022 04:00,BTC/EUR,17111.53,17709.02,15823,17004.79,4.28785609,72914.09236
1.66812E+12,11/11/2022 00:00,BTC/EUR,18266.5,18266.5,15823,16524.17,4.22137908,69754.78555
1.66805E+12,10/11/2022 04:00,BTC/EUR,17383.29,18596.43,16400,17111.53,6.39897905,109496.322
1.66804E+12,10/11/2022 00:00,BTC/EUR,17272.47,18596.43,16200,18266.5,9.24350096,168846.4103
1.66797E+12,09/11/2022 04:00,BTC/EUR,18137.47,18137.47,16015.02,17383.29,8.32626747,144737.922
1.66795E+12,09/11/2022 00:00,BTC/EUR,18555,18555,16015.02,17272.47,21.27097294,367402.242
1.66788E+12,08/11/2022 04:00,BTC/EUR,20262.69,20431.44,17200,18137.47,81.20695179,1472888.652
1.66787E+12,08/11/2022 00:00,BTC/EUR,20438.33,20640.2,17200,18555,77.05319654,1429722.062
1.66779E+12,07/11/2022 04:00,BTC/EUR,21037.53,21045.35,20262.69,20262.69,27.05162329,548138.6567
1.66778E+12,07/11/2022 00:00,BTC/EUR,21075.43,21196.3,20438.33,20438.33,27.18842422,555685.9864
1.66771E+12,06/11/2022 04:00,BTC/EUR,21331.15,21400.37,21005.25,21037.53,28.97893104,609645.1311
1.66769E+12,06/11/2022 00:00,BTC/EUR,21359,21421.26,21052.73,21075.43,28.79333639,606831.9456
1.66762E+12,05/11/2022 04:00,BTC/EUR,21514.55,21534.31,21305.51,21331.15,30.14439549,643014.6219
1.66761E+12,05/11/2022 00:00,BTC/EUR,21226.72,21534.31,21177,21359,30.27974468,646745.0666
1.66753E+12,04/11/2022 04:00,BTC/EUR,20793.85,21533.73,20773.07,21514.55,22.43461454,482670.6363
1.66752E+12,04/11/2022 00:00,BTC/EUR,20721.29,21383.08,20696.84,21226.72,22.39493739,475371.0654
1.66745E+12,03/11/2022 04:00,BTC/EUR,20671.16,20839.75,20572.35,20793.85,31.39730735,652870.8994
1.66743E+12,03/11/2022 00:00,BTC/EUR,20541.09,20839.75,20514.46,20721.29,31.35072053,649627.3718
1.66736E+12,02/11/2022 04:00,BTC/EUR,20743.39,20882.63,20419.92,20671.16,16.0310098,331379.5685
1.66735E+12,02/11/2022 00:00,BTC/EUR,20740.26,21418.36,20419.92,20541.09,38.28953264,786508.736
1.66728E+12,01/11/2022 04:00,BTC/EUR,20694.95,21094.19,20512.25,20743.39,5.43028004,112642.4167
1.66726E+12,01/11/2022 00:00,BTC/EUR,20711.63,21094.19,20512.25,20740.26,4.62906238,96007.95732
1.66719E+12,31/10/2022 04:00,BTC/EUR,20598.31,20964.05,20000,20694.95,8.3002908,171774.1031
1.66717E+12,31/10/2022 00:00,BTC/EUR,20714.28,20964.05,20000,20711.63,8.61666014,178465.0767
1.6671E+12,30/10/2022 04:00,BTC/EUR,20838.27,20987.28,20557.07,20598.31,9.7414791,200658.0064
1.66709E+12,30/10/2022 00:00,BTC/EUR,20884.82,20987.28,20635.05,20714.28,9.52798031,197365.252
1.66702E+12,29/10/2022 04:00,BTC/EUR,20822.7,21094.19,20732,20838.27,5.55415967,115739.0788
1.667E+12,29/10/2022 00:00,BTC/EUR,20676.7,21094.19,20644.43,20884.82,5.46890122,114217.0176
1.66693E+12,28/10/2022 04:00,BTC/EUR,20275.5,20856.03,20183.56,20822.7,27.39688184,570477.0515
1.66692E+12,28/10/2022 00:00,BTC/EUR,20361.07,20845.3,20183.56,20676.7,27.4103495,566755.5735
1.66684E+12,27/10/2022 04:00,BTC/EUR,20587.87,20774.62,20232.74,20275.5,27.90300205,565747.3181
1.66683E+12,27/10/2022 00:00,BTC/EUR,20595.57,20774.62,20277.59,20361.07,28.24429205,575084.0075
1.66676E+12,26/10/2022 04:00,BTC/EUR,20380.94,20721.46,20380.94,20587.87,0.42744767,8800.237062
1.66674E+12,26/10/2022 00:00,BTC/EUR,20180.26,20959.96,20180.26,20595.57,11.65892757,240122.2589
1.66667E+12,25/10/2022 04:00,BTC/EUR,19566.67,20486.9,19523.97,20380.94,50.51647268,1029573.199
1.66666E+12,25/10/2022 00:00,BTC/EUR,19563.39,20486.9,19482.43,20180.26,49.35113403,995918.716
1.66658E+12,24/10/2022 04:00,BTC/EUR,19709.77,20486.9,19449.14,19566.67,22.60529108,442310.2708
1.66657E+12,24/10/2022 00:00,BTC/EUR,19818.57,20486.9,19449.14,19563.39,22.60789291,442287.0261
1.6665E+12,23/10/2022 04:00,BTC/EUR,19477.65,19951.9,19400.94,19709.77,36.50281617,719462.1111
1.66648E+12,23/10/2022 00:00,BTC/EUR,19490.63,19951.9,19400.94,19818.57,36.47975135,722976.5057
1.66641E+12,22/10/2022 04:00,BTC/EUR,19420.13,19569.27,19419.93,19477.65,1.49521623,29123.2984
1.6664E+12,22/10/2022 00:00,BTC/EUR,19454.13,19569.27,19404.04,19490.63,1.50223375,29279.48219
1.66632E+12,21/10/2022 04:00,BTC/EUR,19507.05,20094.69,19246.08,19420.13,29.02640514,563696.5613
1.66631E+12,21/10/2022 00:00,BTC/EUR,19485.69,20094.69,19246.08,19454.13,29.03918653,564932.1098
1.66624E+12,20/10/2022 04:00,BTC/EUR,19508.19,19652.15,19420.5,19507.05,5.84856514,114088.2526
1.66622E+12,20/10/2022 00:00,BTC/EUR,19592.03,19652.15,19401,19485.69,7.88223655,153590.8179
1.66615E+12,19/10/2022 04:00,BTC/EUR,19590.4,20094.68,19401,19508.19,2.28549017,44585.77648
1.66614E+12,19/10/2022 00:00,BTC/EUR,19610.65,20340.03,19415.01,19592.03,5.5739651,109205.2915
1.66607E+12,18/10/2022 04:00,BTC/EUR,19877.55,19963.59,19403.67,19590.4,13.76707415,269702.4894
1.66605E+12,18/10/2022 00:00,BTC/EUR,19882.13,19963.59,19403.67,19610.65,13.60952237,266891.5799
1.66598E+12,17/10/2022 04:00,BTC/EUR,19704.03,20094.68,19704.03,19877.55,9.19412019,182756.5838
1.66596E+12,17/10/2022 00:00,BTC/EUR,19780.01,20094.68,19670.78,19882.13,9.26078856,184124.2021
1.66589E+12,16/10/2022 04:00,BTC/EUR,19683.89,19965.6,19667.86,19704.03,38.79385349,764395.253
1.66588E+12,16/10/2022 00:00,BTC/EUR,19627.84,19965.6,19627.84,19780.01,38.84744264,768402.8039
1.66581E+12,15/10/2022 04:00,BTC/EUR,19757.91,19853.17,19574.2,19683.89,4.31569962,84949.75659
1.66579E+12,15/10/2022 00:00,BTC/EUR,19734.87,19853.17,19574.2,19627.84,4.17494257,81945.10477
1.66572E+12,14/10/2022 04:00,BTC/EUR,20245.6,20304.99,19667.58,19757.91,4.30182618,84995.0945
1.66571E+12,14/10/2022 00:00,BTC/EUR,19852.78,20307.06,19667.58,19734.87,4.63400042,91451.39587
1.66563E+12,13/10/2022 04:00,BTC/EUR,19691.61,20307.06,18888,20245.6,21.06279145,426428.8506
1.66562E+12,13/10/2022 00:00,BTC/EUR,19736.69,20094.68,18888,19852.78,20.74492805,411844.4927
1.66555E+12,12/10/2022 04:00,BTC/EUR,19752.29,19770.59,19662.49,19691.61,0.62992345,12404.20691
1.66553E+12,12/10/2022 00:00,BTC/EUR,19702.89,20094.68,19510.28,19736.69,4.31177942,85100.25376
1.66546E+12,11/10/2022 04:00,BTC/EUR,19656.73,19790.74,19453.96,19752.29,4.14556645,81884.43073
1.66545E+12,11/10/2022 00:00,BTC/EUR,19744.34,19790.74,19453.96,19702.89,4.15075205,81781.81106
1.66537E+12,10/10/2022 04:00,BTC/EUR,19967.75,20016.65,19549.77,19656.73,7.69516348,151261.7508
1.66536E+12,10/10/2022 00:00,BTC/EUR,19988.25,20049.62,19600,19744.34,7.6914793,151863.1824
1.66529E+12,09/10/2022 04:00,BTC/EUR,19875.32,20063.68,19700,19967.75,8.95246669,178760.6167
1.66527E+12,09/10/2022 00:00,BTC/EUR,19960.45,20063.68,19700,19988.25,8.95191829,178933.1808
1.6652E+12,08/10/2022 04:00,BTC/EUR,20051.43,20340.03,19795.57,19875.32,12.62631348,250952.0208
1.66519E+12,08/10/2022 00:00,BTC/EUR,20257.4,20340.03,19795.57,19960.45,13.23801267,264236.69
1.66512E+12,07/10/2022 04:00,BTC/EUR,20383.98,20486.91,19813.29,20051.43,32.89139204,659519.4451
1.6651E+12,07/10/2022 00:00,BTC/EUR,20375.44,20486.91,19813.29,20257.4,32.57894305,659964.6809
1.66503E+12,06/10/2022 04:00,BTC/EUR,20555.01,20594.33,20200.82,20383.98,3.07229608,62625.62185
1.66501E+12,06/10/2022 00:00,BTC/EUR,20363.38,20625.72,20200.82,20375.44,15.21965188,310107.1037
1.66494E+12,05/10/2022 04:00,BTC/EUR,20281.78,20611.64,20093.15,20555.01,5.69835153,117129.6727
1.66493E+12,05/10/2022 00:00,BTC/EUR,20389.62,20588.38,20093.15,20363.38,4.49128804,91457.80505
1.66486E+12,04/10/2022 04:00,BTC/EUR,19894.5,20588.37,19813.31,20281.78,19.06358612,386643.4597
1.66484E+12,04/10/2022 00:00,BTC/EUR,19958.56,20588.37,19813.31,20389.62,19.06645633,388757.7993
1.66477E+12,03/10/2022 04:00,BTC/EUR,19554.49,20033.92,19500.24,19894.5,9.92045069,197362.4063
1.66476E+12,03/10/2022 00:00,BTC/EUR,19451.31,20027.96,19399.5,19958.56,10.90490403,217646.1814
1.66468E+12,02/10/2022 04:00,BTC/EUR,19696.17,19786.83,19338.21,19554.49,5.8014997,113445.3679
1.66467E+12,02/10/2022 00:00,BTC/EUR,19718.44,19786.83,19338.21,19451.31,4.81460332,93650.3417
1.6646E+12,01/10/2022 04:00,BTC/EUR,19804.62,19811.97,19621.69,19696.17,3.50863239,69106.62002
1.66458E+12,01/10/2022 00:00,BTC/EUR,19855.36,19855.36,19621.69,19718.44,4.41032575,86964.74368
1.66451E+12,30/09/2022 04:00,BTC/EUR,19749.07,20581.42,19708.6,19804.62,11.64948796,230713.6822
1.6645E+12,30/09/2022 00:00,BTC/EUR,19896.68,20581.42,19708.6,19855.36,12.31656796,244549.8908
1.66442E+12,29/09/2022 04:00,BTC/EUR,20134.87,20532.57,19369.63,19749.07,21.49444739,424495.3461
1.66441E+12,29/09/2022 00:00,BTC/EUR,20002.12,20532.57,19369.63,19896.68,20.74547686,412766.1145
1.66434E+12,28/09/2022 04:00,BTC/EUR,19561.52,21024.33,19450,20134.87,2.35739553,47465.85254
1.66432E+12,28/09/2022 00:00,BTC/EUR,19906.95,21024.33,19379.19,20002.12,35.87716568,717619.3732
1.66425E+12,27/09/2022 04:00,BTC/EUR,20907.18,21099.12,19379.19,19561.52,45.87656395,897415.3232
1.66424E+12,27/09/2022 00:00,BTC/EUR,20003.28,21099.12,19663.56,19906.95,34.55612082,687906.9694
1.66416E+12,26/09/2022 04:00,BTC/EUR,19585.66,21027.47,19406.79,20907.18,17.22933486,360216.8052
1.66415E+12,26/09/2022 00:00,BTC/EUR,19364.18,20003.28,19364.18,20003.28,14.77293722,295507.1996
1.66408E+12,25/09/2022 04:00,BTC/EUR,19658.22,19750.67,19321.9,19585.66,5.92616517,116067.8561
1.66406E+12,25/09/2022 00:00,BTC/EUR,19530.22,19750.67,19321.9,19364.18,5.71463577,110659.2357
1.66399E+12,24/09/2022 04:00,BTC/EUR,19730.6,19799.09,19473.35,19658.22,1.23817981,24340.4111
1.66398E+12,24/09/2022 00:00,BTC/EUR,19915.26,19915.26,19473.35,19530.22,2.93030938,57229.58686
1.66391E+12,23/09/2022 04:00,BTC/EUR,19740.18,19990,19075.27,19730.6,8.03548176,158544.8764
1.66389E+12,23/09/2022 00:00,BTC/EUR,19735.86,19990,19075.27,19915.26,6.64620409,132360.8825
1.66382E+12,22/09/2022 04:00,BTC/EUR,19036.61,19999.99,18973.74,19740.18,9.80512626,193554.9573
1.6638E+12,22/09/2022 00:00,BTC/EUR,18794.7,19999.99,18722.17,19735.86,10.58926859,208988.3224
1.66373E+12,21/09/2022 04:00,BTC/EUR,19084.53,20067.64,18497.28,19036.61,6.02766865,114746.3773
1.66372E+12,21/09/2022 00:00,BTC/EUR,18911.04,20067.64,18497.28,18794.7,13.37970555,251467.5519
1.66365E+12,20/09/2022 04:00,BTC/EUR,19301.29,20133.29,18500.01,19084.53,5.78969446,110493.5976
1.66363E+12,20/09/2022 00:00,BTC/EUR,19501.02,20133.29,18500.01,18911.04,5.97031654,112904.8949
1.66356E+12,19/09/2022 04:00,BTC/EUR,18761.85,19600.5,18319.67,19301.29,28.97605577,559275.2555
1.66355E+12,19/09/2022 00:00,BTC/EUR,19364.62,19600.5,18319.67,19501.02,32.36817161,631212.3619
1.66347E+12,18/09/2022 04:00,BTC/EUR,19971.75,20073.32,18727.67,18761.85,17.55101752,329289.5581
